,流水號,國字,審定音,詞例,限讀說明,通假說明,備注
1,3536,轂,1.ㄍㄨˇ\n2.ㄍㄨ,1.輦轂、推\n轂、轂擊肩\n摩、「轉轂\n百數。」（漢\n書‧食貨志\n下）\n2.車轂轆、轂\n轆錢兒,,,
2,3537,轉,1.ㄓㄨㄢˇ\n2.ㄓㄨㄢˋ,1.轉學、轉\n彎、旋轉、\n颱風轉向\n2.轉圈兒、暈\n頭轉向、地\n球自轉、公\n轉,,,二音皆取。音\nㄓㄨㄢˇ，改\n變方向義。音\nㄓㄨㄢˋ，指\n運動時：有\n軸可繞。可\n回到原點的\n轉動。
3,3538,轍,1.ㄔㄜˋ\n2.ㄓㄜˊ,1.車轍、如出\n一轍\n2.「沒轍\n了！」、「不\n合轍兒。」,,,
4,3539,轇,ㄐ｜ㄡ,,,,
5,*3540,轔,ㄌ｜ㄣˊ,,,,
6,3541,轑,ㄌㄠˇ,,,,
7,3542,轐,ㄅㄨˊ,,,,
8,3543,轎,ㄐ｜ㄠˋ,,,,
9,*3544,轙,｜ˇ,,,,
10,3545,轗,ㄎㄢˇ,,,,
11,3546,轘,ㄏㄨㄢˊ,,,,
12,3547,轛,ㄉㄨㄟˋ,,,,
13,3548,轝,ㄩˊ,,,,
14,3549,轡,ㄆㄟˋ,,,,
0,3550,辟,1.ㄅ｜ˋ\n2.ㄆ｜ˋ,1.復辟、辟\n王、辟召\n2.辟除、辟\n匿、大辟囚,,通「闢」、\n「僻」、\n「譬」、「擗」\n時，音ㄆ｜\nˋ。,
1,*3551,辨,ㄅ｜ㄢˋ,分辨、辨別、\n明辨是非,,,
2,*3552,辯,ㄅ｜ㄢˋ,,,,
3,3553,辱,ㄖㄨˋ,,,,
4,3554,辴,ㄓㄣˇ,,,,
5,3555,迂,ㄩ,,,,
6,3556,迆,｜ˊ,,,,
7,3557,迄,ㄑ｜ˋ,,,,
8,*3558,巡,ㄒㄩㄣˊ,,,,
9,3559,,ㄨㄤˋ,,,,
10,3560,迕,ㄨˇ,,,,
11,3561,迎,｜ㄥˊ,,,,
12,*3562,近,ㄐ｜ㄣˋ,,,,
13,*3563,迣,ㄓˋ,,,,
14,*3564,迦,ㄐ｜ㄚ,,,,
15,3565,迥,ㄐㄩㄥˇ,,,,
16,3566,迤,｜ˊ,,,,
17,3567,迮,ㄗㄜˊ,,,,
18,3568,迫,ㄆㄛˋ,,,,
19,3569,迸,ㄅㄥˋ,,,,
20,3570,逄,1.ㄆㄤˊ\n2.ㄈㄥˊ,1.姓。\n2.「逢」之異\n體,,,
21,*3571,退,ㄊㄨㄟˋ,,,,
22,3572,迵,ㄉㄨㄥˋ,,,,
23,3573,适,ㄍㄨㄚ,,,,
0,3574,追,1.ㄓㄨㄟ\n2.ㄉㄨㄟ,1.追根究\n柢、追兵、\n追憶、追問\n2.「追琢其\n章。」（詩\n經‧大雅‧\n棫樸）、「追\n師掌王后之\n首服。」（周\n禮‧天官‧\n追師）、「以\n追蠡。」（孟\n子‧盡心下）,,,
1,3575,逅,ㄏㄡˋ,,,,
2,3576,這,ㄓㄜˋ,,,,
3,3577,通,ㄊㄨㄥ,,,,
4,3578,連,ㄌ｜ㄢˊ,,,,
5,3579,逞,ㄔㄥˇ,,,,
6,*3580,逡,ㄑㄩㄣ,,,,
7,3581,造,ㄗㄠˋ,,,,
8,*3582,透,ㄊㄡˋ,,,,
9,3583,逢,1.ㄈㄥˊ\n2.ㄆㄥˊ,1.相逢、逢\n迎、逢場作\n戲\n2.逢逢然、姓\n（如古代善\n射之人逢\n蒙）,,,
10,3584,逛,ㄍㄨㄤˋ,,,,
11,3585,逮,1.ㄉㄞˋ\n2.ㄉㄞˇ,1.力有未逮\n2.貓逮老\n鼠、逮住、\n逮捕,,,不及義音\nㄉㄞˋ，捕捉\n義音ㄉㄞˇ。
12,3586,遍,ㄅ｜ㄢˋ,,,,
0,3587,遒,ㄑ｜ㄡˊ,,,,
1,*3588,道,ㄉㄠˋ,,,,
2,3589,遂,ㄙㄨㄟˋ,,,,
3,3590,達,ㄉㄚˊ,,,,
4,3591,逼,ㄅ｜,,,,
5,3592,過,1.ㄍㄨㄛˋ\n2.ㄍㄨㄛ,1.過錯、經\n過、才智過\n人、過度\n2.姓（如清代\n有過春山）,,,
6,*3593,遁,ㄉㄨㄣˋ,,,,
7,3594,遠,1.ㄩㄢˇ\n2.ㄩㄢˋ,1.遠行、遙\n遠、遠見\n2.敬而遠\n之、「君子\n遠庖廚。」,,,文言動詞音\nㄩㄢˋ。
8,3595,遜,ㄒㄩㄣˋ,,,,
9,*3596,遣,ㄑ｜ㄢˇ,,,,
10,3597,遛,ㄌ｜ㄡˋ,,,,
11,3598,遞,ㄉ｜ˋ,遞降、傳遞,,,
12,3599,適,1.ㄕˋ\n2.ㄉ｜ˊ,1.合適、舒適\n2.適孫、「無\n適也，無莫\n也。」（論\n語‧里仁）,,通「謫」時，\n音ㄓㄜˊ。,
13,3560,遮,ㄓㄜ,,,,
14,3601,遰,ㄉ｜ˋ,,,,
15,3602,遴,ㄌ｜ㄣˊ,,,,
16,*3603,選,ㄒㄩㄢˇ,,,,
0,3604,遲,1.ㄔˊ\n2.ㄓˋ,1.遲緩、遲\n鈍、延遲、\n美人遲暮\n2.「朕思遲直\n士。」（後\n漢書‧肅宗\n孝章帝紀）,,,
1,3605,遶,ㄖㄠˋ,,,,
2,3606,遻,ㄨˋ,,,,
3,3607,遺,1.｜ˊ\n2.ㄨㄟˋ,1.遺漏、遺\n忘、遺傳\n2.遺贈,,,
4,3608,邆,ㄊㄥˊ,,,,
5,*3609,邅,ㄓㄢ,,,,
6,3610,避,ㄅ｜ˋ,,,,
7,3611,還,1.ㄏㄨㄢˊ\n2.ㄏㄞˊ,1.還原、償\n還、還債\n2.「時間還\n早。」、「還\n是老樣子。」,,通「旋」時，\n音ㄒㄩㄢˊ。,
8,3612,邋,1.ㄌㄚ\n2.ㄌ｜ㄝˋ,1.邋遢\n2.邋邋,,,今 日 多 習 讀\n為ㄌㄚ，大陸\n地區亦取\nㄌㄚ，故把\nㄌ ㄚ ˊ 改 讀\n為ㄌㄚ。
9,*3613,邕,ㄩㄥ,,,,
10,3614,邙,ㄇㄤˊ,,,,
11,*3615,邗,ㄏㄢˊ,,,,
12,*3616,邟,ㄎㄤˋ,,,,
13,3617,邡,ㄈㄤ,,,,
0,3618,那,1.ㄋㄚˋ\n2.ㄋㄚˇ\n3.ㄋㄚ,1.那個、那麼\n著、剎那\n2.「那有這種\n事？「、「這\n是那門子的\n規矩？「、\n「更那堪、\n冷落清秋\n節。」（宋‧\n柳永‧雨霖\n鈴詞）\n3.姓（如西魏\n有那椿）,,通「哪」時，\n音‧ㄋㄚ。通\n「挪」時，音\nㄋㄨㄛˊ。,ㄋㄟˋ、\nㄋㄟˇ皆為\n「那一」合\n音，刪。
1,*3619,邢,ㄒ｜ㄥˊ,,,,
2,3620,邪,1.ㄒ｜ㄝˊ\n2.｜ㄝˊ,1.改邪歸\n正、邪惡\n2.琅邪（古郡\n名。在山東\n省）、「儻\n所謂天道，\n是邪？非\n邪？」（史\n記‧伯夷傳）,,,
3,3621,邴,ㄅ｜ㄥˇ,,,,
4,*3622,邶,ㄅㄟˋ,,,,
5,3623,邰,ㄊㄞˊ,,,,
6,*3624,郇,ㄒㄩㄣˊ,,,,
7,3625,郃,ㄏㄜˊ,,,,
8,3626,郙,ㄈㄨˇ,,,,
9,3627,郝,ㄏㄠˇ,,,,
10,*3628,郗,ㄔ,,,,
11,3629,郜,ㄍㄠˋ,,,,
12,3630,郛,ㄈㄨˊ,,,,
13,*3631,部,ㄅㄨˋ,,,,
0,*3632,郪,ㄑ｜,,,,
1,3633,郫,ㄆ｜ˊ,,,,
2,3634,都,1.ㄉㄨ\n2.ㄉㄡ,1.首都、都市\n2.大都如\n此、都是、\n都好,,,
3,3635,鄆,ㄩㄣˋ,,,,
4,3636,郾,｜ㄢˇ,,,,
5,3637,郿,ㄇㄟˊ,,,,
6,3638,鄀,ㄖㄨㄛˋ,,,,
7,3639,鄅,ㄩˇ,,,,
8,3640,鄇,ㄏㄡˊ,,,,
9,3641,鄃,ㄕㄨ,,,,
10,3642,鄉,ㄒ｜ㄤ,鄉下、同鄉、\n家鄉、鄉鎮、\n鄉巴佬、鄉\n親、鄉土文學,,通「嚮」時，\n音ㄒ｜ㄤ\nˋ。通「響」\n時，音\nㄒ｜ㄤˇ。,
11,3643,郺,ㄩㄥ,,,,
12,3644,鄗,1.ㄏㄠˋ\n2.ㄑ｜ㄠ,1.鄗邑（春秋\n晉邑）\n2.鄗山（在河\n南省）,,,
13,3645,鄐,ㄔㄨˋ,,,,
14,3646,鄑,ㄐ｜ㄣˋ,,,,
15,*3647,鄣,ㄓㄤ,,,,
16,3648,鄘,ㄩㄥ,,,,
17,3649,鄜,ㄈㄨ,,,,
18,3650,鄟,ㄓㄨㄢ,,,,
19,3651,鄢,｜ㄢ,,,,
20,*3652,鄞,｜ㄣˊ,,,,
21,3653,鄙,ㄅ｜ˇ,,,,
0,3654,鄤,ㄇㄢˋ,,,,
1,3655,鄨,ㄅ｜ˋ,,,,
2,*3656,鄱,ㄆㄛˊ,,,,
3,3657,鄶,ㄎㄨㄞˋ,,,,
4,*3658,鄹,ㄗㄡ,,,,
5,3659,鄺,ㄎㄨㄤˋ,,,,
6,3660,酈,ㄌ｜ˋ,,,,
7,3661,酇,ㄗㄢˋ,,,,
8,3662,酊,1.ㄉ｜ㄥˇ\n2.ㄉ｜ㄥ,1.酩酊大醉\n2.碘酊,,,
9,*3663,酐,ㄍㄢ,,,,
10,3664,酏,｜ˊ,,,,
11,3665,酖,ㄉㄢ,酖於酒、酖酖,,通「鴆」時，\n音ㄓㄣˋ。,
12,3666,酘,ㄊㄡˊ,,,,
13,3667,酣,ㄏㄢ,,,,
14,3668,酢,1.ㄗㄨㄛˋ\n2.ㄘㄨˋ,1.酬酢\n2.「醋」的本\n字,,,
15,3669,酩,ㄇ｜ㄥˊ,,,,
16,3670,酪,ㄌㄨㄛˋ,,,,
17,3671,酵,ㄒ｜ㄠˋ,,,,
18,3672,醊,ㄔㄨㄛˋ,,,,
19,3673,醋,ㄘㄨˋ,,,,
20,*3674,醃,｜ㄢ,,,,
21,3675,醍,ㄊ｜ˊ,,,,
22,3676,醒,ㄒ｜ㄥˇ,,,,
23,*3677,醛,ㄑㄩㄢˊ,,,,
24,3678,醧,ㄩˋ,,,,
25,*3679,醫,｜,,,,
26,3680,醱,ㄆㄛˋ,,,,
0,3681,醭,ㄆㄨˊ,,,,
1,*3682,醷,｜ˋ,,,,
2,*3683,醳,｜ˋ,,,,
3,3684,釃,ㄙ,「釃酒臨\n江。」（宋‧\n蘇軾‧赤壁\n賦）,,通「醨」時，\n音ㄌ｜ˊ。,
4,3685,采,ㄘㄞˇ,,,,
5,*3686,釋,ㄕˋ,,,,
6,3687,重,1.ㄓㄨㄥˋ\n2.ㄔㄨㄥˊ,1.體重、慎重\n2.重複、重來,,,
7,3688,量,1.ㄌ｜ㄤˋ\n2.ㄌ｜ㄤˊ,1.度量衡、容\n量、重量、\n量力而為、\n較量\n2.量體重、思\n量、測量,,,名詞及大約\n估算之義，音\nㄌ｜ㄤˋ；以\n度量衡去估\n算及商酌、斟\n酌義，音\nㄌ｜ㄤˊ。
8,3689,釐,1.ㄌ｜ˊ\n2.ㄒ｜,1.公釐、釐\n清、「釐爾\n圭瓚。」（詩\n經‧大雅‧\n江漢）\n2.恭賀新釐,,,
9,3690,釘,1.ㄉ｜ㄥ\n2.ㄉ｜ㄥˋ,1.鐵釘、補釘\n2.釘書機、釘\n門牌、釘扣\n子,,,
10,3691,釕,ㄌ｜ㄠˇ,,,,
11,*3692,釬,ㄏㄢˋ,,,,
12,3693,釭,ㄍㄤ,,,,
13,3694,釱,ㄉ｜ˋ,,,,
14,3695,釦,ㄎㄡˋ,,,,
15,3696,釩,ㄈㄢˊ,,,,
0,*3697,釧,ㄔㄨㄢˋ,,,,
1,*3698,釤,ㄕㄢ,,,,
2,3699,鈃,1.ㄒ｜ㄥˊ\n2.ㄐ｜ㄢ,1.「其求鈃鐘\n也，以束\n縛。」（莊\n子‧徐鬼)\n2.「其言之成\n理，足以欺\n惑愚眾，是\n墨翟、宋鈃\n也。」（荀\n子‧非十二\n子）,,,
3,3700,鈀,1.ㄆㄚˊ\n2.ㄅㄚ\n(限讀),1.釘鈀、鈀爪,2.限於當化\n學元素時，\n音ㄅㄚ。,,
4,3701,鈚,ㄆ｜ˊ,,,,
5,3702,鈔,ㄔㄠ,,,,
6,3703,鈒,ㄙㄜˋ,「令武賁持\n鈒馬上。」\n（北史）,,,
7,*3704,釿,｜ㄣˊ,,,,
8,3705,鈆,｜ㄢˊ,滇鈆（古部族\n名）,,,
9,3706,鉈,ㄊㄚ,化學元素,,通「砣」時，\n音ㄊㄨㄛˊ。,
10,3707,鈮,ㄋ｜ˊ,,,,
11,3708,鈷,1.ㄍㄨˇ\n2.ㄍㄨ\n(限讀),1.鈷鉧（熨\n斗）、鈷鉧\n潭（在湖南\n省）,2.當化學元\n素時，音ㄍ\nㄨ。如：「鈷\n彈」、「鈷\n六十」。,,
12,3709,鉞,ㄩㄝˋ,,,,
13,3710,鉥,ㄕㄨˋ,,,,
0,3711,鈸,ㄅㄚˊ,,,,
1,*3712,鉏,ㄔㄨˊ,,,,
2,*3713,鉀,ㄐ｜ㄚˇ,,,,
3,3714,鈾,｜ㄡˋ,,,,
4,3715,鈿,ㄉ｜ㄢˋ,,,,
5,3716,鉆,ㄑ｜ㄢˊ,,,,
6,3717,鉋,ㄅㄠˋ,,,,
7,*3718,鉤,ㄍㄡ,,,,
8,3719,鉛,1.ㄑ｜ㄢ\n2.｜ㄢˊ\n(限讀),1.化學元素\n（金屬元素\n之一）、鉛\n筆、鉛球\n2.鉛山（地名\n，在江西省）,,,
9,3720,鈹,1.ㄆ｜\n2.ㄆ｜ˊ\n(限讀),1.鈹刀、鈹滑,2.當化學元\n素時，音\nㄆ｜ˊ。,,
10,3721,鉸,ㄐ｜ㄠˇ,,,,
11,3722,鉺,ㄦˇ,,,,
12,3723,銚,1.｜ㄠˊ\n2.ㄉ｜ㄠˋ\n3.ㄊ｜ㄠˊ,1.「耕者必有\n一耒、一\n耜、一銚，\n若其事立。」\n（管子‧海\n王）\n2.銚子\n3.「鋤櫌白\n梃，可以勝\n人之長銚利\n兵。」（呂\n氏春秋‧仲\n秋紀‧簡選）,,,
13,3724,鉹,｜ˊ,,,,
0,3725,銖,ㄓㄨ,,,,
1,*3726,銑,ㄒ｜ㄢˇ,,,,
2,*3727,銛,ㄒ｜ㄢ,,,,
3,*3728,鉻,ㄍㄜˋ,,,,
4,3729,鉿,ㄏㄜˊ,鉿然,,,
5,3730,銗,ㄏㄡˊ,,,,
6,*3731,銎,ㄑㄩㄥ,,,,
7,3732,銻,1.ㄊ｜ˋ\n2.ㄊ｜\n(限讀),1.鎕銻,2.當化學元\n素時，音\nㄊ｜。,,
8,3733,銳,ㄖㄨㄟˋ,,,,
9,3734,鋟,ㄑ｜ㄣˇ,,,,
10,3735,鋦,1.ㄐㄩ\n2.ㄐㄩˊ\n(限讀),1.鋦碗,2.當化學元\n素時，音\nㄐㄩˊ。,,
11,3736,鋪,1.ㄆㄨ\n2.ㄆㄨˋ,1.鋪蓋、鋪\n床、鋪張、\n鋪陳\n2.店鋪、床\n鋪、十里\n鋪、當鋪,,,
12,3737,鋙,ㄨˊ,,,,
13,3738,鋗,ㄒㄩㄢ,,,,
14,*3739,鋘,ㄨˊ,,,,
15,3740,鋁,ㄌㄩˇ,,,,
16,3741,鋌,ㄊ｜ㄥˇ,,,,
17,3742,鋈,ㄨˋ,,,,
18,3743,,ㄆㄡˊ,,,,
0,3744,錞,1.ㄔㄨㄣˊ\n2.ㄉㄨㄟˋ,1.「以金錞和\n鼓。」（周\n禮‧地官‧\n鼓人）\n2.「厹矛鋈\n錞。」（詩\n經‧秦風‧\n小戎）,,,
1,3745,錈,ㄐㄩㄢˋ,,,,
2,3746,錟,1.ㄊㄢˊ\n2.ㄒ｜ㄢ,1.「錟，長矛\n也。」（說\n文）\n2.錟戈,,,
3,3747,鋸,ㄐㄩˋ,鋸子、鋸斷,,通「鋦」時，\n音ㄐㄩ。,
4,*3748,錏,｜ㄚˋ,,,,
5,3749,錯,ㄘㄨㄛˋ,,,,
6,3750,錢,1.ㄑ｜ㄢˊ\n2.ㄐ｜ㄢˇ,1.錢幣、金\n錢、錢包、\n姓（如清代\n有錢大昕）\n2.「命我眾\n人，庤乃錢\n鎛。」（詩\n經‧周頌‧\n臣工）,,,
7,*3751,錡,ㄑ｜ˊ,,,,
8,3752,鋼,1.ㄍㄤ\n2.ㄍㄤˋ,1.不銹鋼、鋼\n筆、鋼鐵廠\n2.「這把刀鈍\n了，要鋼一\n鋼。」,,,
9,3753,錁,ㄎㄜˋ,,,,
10,*3754,錫,ㄒ｜ˊ,,,,
0,*3755,錭,ㄊㄠˊ,,,,
1,*3756,錄,ㄌㄨˋ,,,,
2,3757,鋋,｜ㄢˊ,,,,
3,*3758,錘,ㄔㄨㄟˊ,,,,
4,*3759,鍖,ㄔㄣˇ,,,,
5,*3760,鍼,ㄓㄣ,,,,
6,3761,鍉,ㄉ｜,,,,
7,3762,鍥,ㄑ｜ㄝˋ,,,,
8,3763,鎊,ㄅㄤˋ,,,,
9,3764,鎬,1.ㄏㄠˋ\n2.ㄍㄠˇ,1.鎬京、鎬鎬\n2.十字鎬,,,
10,3765,鎘,ㄍㄜˊ,,,,
11,*3766,鎒,ㄋㄡˋ,,,,
12,3767,鎧,ㄎㄞˇ,,,,
13,*3768,鎚,ㄔㄨㄟˊ,,,,
14,3769,鎢,ㄨ,,,,
15,3770,鎞,1.ㄆ｜ˋ\n2.ㄅ｜ˋ,1.金鎞\n2.「耳聾須畫\n字，髮短不\n勝鎞。」\n（唐‧杜\n甫‧水宿遣\n興奉呈群公\n詩）,,,
16,*3771,鎮,ㄓㄣˋ,,,,
17,3772,鎗,1.ㄑ｜ㄤ\n2.ㄔㄥ,1.手鎗\n2.「有竊其鐘\n負而走者，\n鎗然有聲。」\n（淮南子‧\n說山）,,,
18,3773,鏞,ㄩㄥ,,,,
19,*3774,鏇,ㄒㄩㄢˋ,,,,
0,3775,鏃,ㄗㄨˊ,,,,
1,3776,鏏,ㄏㄨㄟˋ,,,,
2,3777,鏹,1.ㄑ｜ㄤˇ\n2.ㄑ｜ㄤ,1.「藏鏹巨\n萬。」（文\n選‧左思‧\n蜀都賦）\n2.鏹水（硫酸\n的俗稱）,,,
3,*3778,鏈,ㄌ｜ㄢˋ,,,,
4,*3779,鏂,ㄡ,,,,
5,*3780,鏐,ㄌ｜ㄡˊ,,,,
6,*3781,鏜,ㄊㄤ,,,,
7,3782,鏤,ㄌㄡˋ,雕鏤、「鏤膚\n膚而鑽髮。」\n（文選‧左\n思‧魏都\n賦）、「冰池\n紋似鏤。」\n（宋‧林希\n逸‧十一月二\n十五日曉賦\n詩）,,,
8,3783,鏙,ㄘㄨㄟ,,,,
9,3784,鎩,ㄕㄚ,,,,
10,3785,鏊,ㄠˊ,,,,
11,3786,鏨,ㄗㄢˋ,,,,
12,3787,鐋,ㄊㄤ,,,,
13,3788,鐓,ㄉㄨㄣ,鐓雞（雄雞去\n勢）、鐵鐓,,通「錞」時，\n音ㄉㄨㄟˋ。,
14,3789,鐙,ㄉㄥˋ,馬鐙、鐙骨,,通「燈」時，\n音ㄉㄥ。,
15,3790,鐔,ㄊㄢˊ,,,,
0,3791,鏾,ㄒ｜ㄢˋ,「雄雞去勢\n謂之鏾。」\n（明‧張自\n烈‧正字通‧\n金部）,,,
1,3792,鐐,ㄌ｜ㄠˊ,,,,
2,3793,,ㄐ｜ㄢˋ,,,,
3,3794,鐎,ㄐ｜ㄠ,,,,
4,*3795,鐖,ㄐ｜,,,,
5,3796,鐺,1.ㄉㄤ\n2.ㄔㄥ,1.鎯鐺、鈴鐺\n2.茶鐺、酒鐺,,,
6,*3797,鐻,ㄐㄩˋ,,,,
7,3798,,ㄍㄚˊ,,,,
8,*3799,鐲,ㄓㄨㄛˊ,,,,
9,3800,鐫,ㄐㄩㄢ,,,,
10,3801,鑐,1.ㄒㄩ\n2.ㄖㄨˊ\n(限讀),1.「鑐，鎖牡\n也。」（集\n韻）,2.當化學元\n素（一種新\n的人造放射\n性元素的暫\n譯）時，音\nㄖㄨˊ。,,
11,3802,鑋,ㄑ｜ㄥ,,,,
12,*3803,鑲,ㄒ｜ㄤ,,,,
13,*3804,鑭,ㄌㄢˊ,,,,
14,3805,鑰,｜ㄠˋ,,,,
15,3806,,ㄘㄨㄢˋ,,,,
16,3807,鑴,ㄒ｜,,,,
17,3808,鑽,1.ㄗㄨㄢ\n2.ㄗㄨㄢˋ,1.鑽研、鑽\n洞、鑽木取\n火\n2.鑽子、鑽戒,,,
18,3809,鑿,ㄗㄠˊ,,,,
0,3810,長,1.ㄔㄤˊ\n2.ㄓㄤˇ,1.專長、長\n短、長久、\n冗長、長生\n果\n2.尊長、首\n長、生長,,,
1,3811,閃,ㄕㄢˇ,,,,
2,3812,閍,ㄈㄤ,,,,
3,3813,間,1.ㄐ｜ㄢ\n2.ㄐ｜ㄢˋ,1.隔間、房\n間、時間\n2.間、間\n諜、離間、\n間或,,,
4,3814,閒,ㄒ｜ㄢˊ,安閒自在、等\n閒、閒逛、閒\n情記趣,,通「間」時，\n音ㄐ｜ㄢ或\nㄐ｜ㄢˋ。,
5,*3815,閜,ㄒ｜ㄚˇ,,,,
6,3816,閘,ㄓㄚˊ,,,,
7,3817,閡,ㄏㄜˊ,,,,
8,3818,閩,ㄇ｜ㄣˇ,,,,
9,3819,閣,ㄍㄜˊ,樓閣、閣下、\n內閣、出閣,,通「擱」時，\n音ㄍㄜ。,
10,3820,閤,1.ㄍㄜˊ\n2.ㄏㄜˊ,1.「開東閤。」\n（漢書‧公\n孫弘傳）\n2.閤第光臨,,,
11,3821,閬,ㄌㄤˇ,,,,
12,3822,閫,ㄎㄨㄣˇ,,,,
13,3823,閼,1.ㄜˋ\n2.｜ㄢ\n(限讀),1.閼塞、「起\n水門提閼。」\n（漢書‧召\n信臣傳）,2.限於「閼\n氏」一詞音\n｜ㄢ。,,
14,3824,閾,ㄩˋ,,,,
15,3825,閹,｜ㄢ,,,,
0,*3826,閶,ㄔㄤ,,,,
1,*3827,閻,｜ㄢˊ,,,,
2,3828,闇,1.ㄢˋ\n2.ㄢ\n(限讀),1.「愚闇墮賢\n良。」（荀\n子‧成相）、\n「陰闇連\n日。」（後\n漢書‧郎顗\n傳）,2.限於「諒\n闇」一詞音\nㄢ。,,
3,*3829,闋,ㄑㄩㄝˋ,,,,
4,3830,闉,｜ㄣ,,,,
5,3831,闍,ㄕㄜˊ,,,,
6,3832,闅,ㄨㄣˊ,,,,
7,*3833,闆,ㄅㄢˇ,,,,
8,3834,闕,1.ㄑㄩㄝˋ\n2.ㄑㄩㄝ,1.宮闕、姓\n（如漢代有\n闕翊）\n2.闕失、闕\n文、付之闕\n如,,,
9,3835,闖,ㄔㄨㄤˇ,,,,
10,3836,闓,ㄎㄞˇ,,,,
11,3837,闛,ㄊㄤˊ,,,,
12,*3838,關,ㄍㄨㄢ,,,,
13,3839,闞,ㄎㄢˋ,,,,
14,3840,闡,ㄔㄢˇ,,,,
15,3841,闠,ㄏㄨㄟˋ,,,,
16,3842,闟,1.ㄒ｜ˋ\n2.ㄊㄚˋ,1.「闟然止。」\n（管子‧小\n問）\n2.闟茸、闟\n敦、土闟,,,
0,3843,阤,1.ㄓˋ\n2.｜ˇ,1.「阤，音\nㄓˋ，落\n也。」（說\n文）\n2.阤靡,,通「陀」時，\n音ㄊㄨㄛˊ。,
1,3844,阡,ㄑ｜ㄢ,,,,
2,3845,阬,ㄎㄥ,,,,
3,3846,阮,ㄖㄨㄢˇ,,,,
4,3847,阱,ㄐ｜ㄥˇ,,,,
5,3848,阨,ㄜˋ,,,,
6,3849,陀,ㄊㄨㄛˊ,陂陀、陀螺,,,
7,3850,阿,1.ㄜ\n2.ㄚ,1.山阿、阿\n諛、阿房\n宮、姓（如\n明代有阿其\n麟）\n2.阿拉伯、阿\n伯、阿斗,,,
8,3851,阽,ㄉ｜ㄢˋ,,,,
9,3852,陂,1.ㄆ｜ˊ\n2.ㄆㄛ,1.陂池、黃陂\n縣（位湖北\n省漢口市以\n北）、「彼\n澤之陂，有\n蒲與荷。」\n（詩經‧陳\n風‧澤陂）\n2.陂陀、山陂,,,
10,*3853,附,ㄈㄨˋ,,,,
11,*3854,陏,ㄉㄨㄛˋ,,,,
12,3855,陊,ㄉㄨㄛˋ,,,,
0,3856,降,1.ㄐ｜ㄤˋ\n2.ㄒ｜ㄤˊ,1.降落傘、霜\n降、降雨\n2.降龍伏\n虎、投降、\n降服,,,
1,3857,院,ㄩㄢˋ,,,,
2,*3858,陘,ㄒ｜ㄥˊ,,,,
3,*3859,陟,ㄓˋ,,,,
4,*3860,除,ㄔㄨˊ,,,,
5,3861,陳,ㄔㄣˊ,陳設、陳述、\n陳舊、陳列、\n姓（如唐代有\n陳子昂）,,通「陣」時，\n音ㄓㄣˋ。,
6,3862,陸,1.ㄌㄨˋ\n2.ㄌ｜ㄡˋ,1.陸地、陸\n軍、陸續、\n光怪陸離、\n登陸、姓（如\n唐代有陸\n羽）\n2.「六」的大\n寫,,,
7,*3863,陭,ㄑ｜ˊ,,,,
8,3864,陶,1.ㄊㄠˊ\n2.｜ㄠˊ,1.彩陶、陶\n冶、陶醉、\n姓（如晉代\n有陶淵明）\n2.皋陶（古人\n名。虞舜之\n臣）、鬱陶,,,
9,3865,陷,ㄒ｜ㄢˋ,,,,
0,3866,陰,｜ㄣ,陰涼、陰天、\n山陰、陰離子\n（帶有負電\n荷的離子）、\n陰文圖章、陰\n性、陰府、姓\n（如東漢光\n武帝后陰麗\n華）,,通「蔭」時，\n音｜ㄣˋ。通\n「諒闇」之\n「闇」時，音\nㄢ。,
1,3867,隊,ㄉㄨㄟˋ,部隊、探險\n隊、成群結隊,,通「墜」時，\n音ㄓㄨㄟˋ。,
2,*3868,隋,ㄙㄨㄟˊ,,,,
3,3869,陾,ㄖㄥˊ,,,,
4,3870,隄,ㄊ｜ˊ,,,,
5,3871,隈,ㄨㄟ,,,,
6,3872,隃,ㄩˊ,,,,
7,3873,隘,ㄞˋ,,,,
8,3874,隔,ㄍㄜˊ,,,,
9,3875,隕,ㄩㄣˇ,,,,
10,3876,隑,ㄑ｜ˊ,,,,
11,3877,隗,ㄨㄟˇ,,,,
12,*3878,障,ㄓㄤˋ,,,,
13,*3879,隧,ㄙㄨㄟˋ,,,,
14,3880,隩,ㄩˋ,「厥民隩，鳥\n獸氄毛。」\n（書經‧堯\n典）,,通「奧」、「墺」\n時，音\nㄠˋ。,
15,*3881,險,ㄒ｜ㄢˇ,,,,
16,3882,隱,｜ㄣˇ,,,,
17,*3883,隸,ㄌ｜ˋ,,,,
18,*3884,隹,ㄓㄨㄟ,,,,
19,3885,隼,ㄓㄨㄣˇ,,,,
20,3886,雀,ㄑㄩㄝˋ,,,,
0,*3887,雇,ㄍㄨˋ,,,,
1,3888,雅,1.｜ㄚˇ\n2.｜ㄚ,1.素雅、文\n雅、雅言、\n雅量、雅舍\n2.「鴉」的本\n字,,,
2,3889,雂,ㄑ｜ㄣˊ,,,,
3,3890,雍,ㄩㄥ,,,,
4,3891,雎,ㄐㄩ,,,,
5,*3892,雉,ㄓˋ,,,,
6,*3893,雊,ㄍㄡˋ,,,,
7,3894,雋,ㄐㄩㄢˋ,雋永,,通「俊」時，\n音ㄐㄩㄣˋ。,
8,3895,雌,ㄘ,,,,
